course_number,course_name,unit,section,day,start_time,end_time,location,classroom,instructor,course_rate
14513,Introduction to Computer Systems : Introduction to Computer Systems,12,A,MW,12:00PM,01:20PM,"Pittsburgh, Pennsylvania",CIC 1201,"Kesden, Gregory",
14642,Introduction to Embedded Systems,12,A,MW,03:00PM,04:20PM,"Pittsburgh, Pennsylvania",GHC 4307,"Rowe, Anthony",4.182
14699,Silicon Valley Residency,0,SV,TBA,TBA,TBA,"San Jose, California",DNM,"Tsamitis, Dena",
14706,Information Networking Project,0-42,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Tsamitis, Dena",
14707,Information Networking Thesis,6-42,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Tsamitis, Dena",
14708,INI Independent Study,0-12,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Tsamitis, Dena",
14709,INI Project-Japan,0-42,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Tsamitis, Dena",
14728,INI Independent Study: INI Independent Study,0-12,A1,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Tsamitis, Dena",
14740,Fundamentals of Telecommunications Networks,12,A,TR,07:30PM,08:50PM,"Pittsburgh, Pennsylvania",CIC 1201,"Nace, William",4.3425
14741,Introduction to Information Security,12,A,MW,07:30PM,08:50PM,"Pittsburgh, Pennsylvania",CIC 1201,"Jia, Limin",4.3208
14761,Applied Information Assurance,12,A,T,03:00PM,05:20PM,"Pittsburgh, Pennsylvania",INI DEC,"May, Christopher Kaar, Matthew",4.282954545
14774,Managerial Economics,6,A1,MWF,09:30AM,11:20AM,"Pittsburgh, Pennsylvania",CIC 1201,"Lamont, David",4.191034483
14775,Business Management,6,A2,MWF,09:30AM,11:20AM,"Pittsburgh, Pennsylvania",CIC 1201,"Lamont, David",4.402432432
14776,Fundamentals of Business and Management,12,A,MWF,09:30AM,11:20AM,"Pittsburgh, Pennsylvania",CIC 1201,"Lamont, David",
14797,Internship,0-12,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Tsamitis, Dena",
14798,INI MSIT Project Practicum,24,SV,R,04:30PM,06:20PM,"San Jose, California",B23 109,TBA,3.58
14809,Introduction to Cyber Intelligence,12,A,TR,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",CIC 1201,"Ettinger, Jared",4.442
14815,Entrepreneurship and Innovation in Technology,12,A,T,05:30PM,08:20PM,"Pittsburgh, Pennsylvania",INI DEC,"Carryer, Barbara",4.488181818
14823,Network Forensics,12,A,R,01:30PM,04:20PM,"Pittsburgh, Pennsylvania",INI DEC,"Somlo, Gabriel Welle, Adam",3.658125
14829,Mobile and IoT Security,12,A,TR,12:00PM,01:20PM,"Pittsburgh, Pennsylvania",CIC 1201,"Tague, Patrick",4.392727273
14840,Mobile Hardware for Software Engineers,12,SV,TR,03:00PM,04:20PM,"San Jose, California",B23 118,"Zhang, Pei",4.463333333
14848,"Cloud Infrastructure: Design, Analysis and Implementation",12,A,MW,04:30PM,06:20PM,"Pittsburgh, Pennsylvania",INI DEC,"Kesden, Gregory",3.315
14850,INSuRE Cybersecurity Research : CYBERSE RSRCH SEM,12,A,F,01:30PM,03:20PM,"Pittsburgh, Pennsylvania",INI DEC,"Tague, Patrick",4.611666667
84050,Study Abroad,0,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Skinner, Kiron",
84104,Decision Processes in American Political Institutions,9,A,TR,03:00PM,04:20PM,"Pittsburgh, Pennsylvania",HH  B131,"Mcgovern, Geoffrey",4.486666667
84310,International Political Economy,9,A,TR,12:00PM,01:20PM,"Pittsburgh, Pennsylvania",PH  226B,TBA,4
84318,Politics of Developing Nations,9,A,TR,09:00AM,10:20AM,"Pittsburgh, Pennsylvania",PH  226C,"Le Blanc, Sophie",
84326,Theories of International Relations,9,A,R,06:30PM,09:20PM,"Pittsburgh, Pennsylvania",SH  214,"Dunigan, Martha",4.266666667
84330,The Shading of Democracy: The Influence of Race on American Politics,6,A1,R,05:30PM,08:20PM,"Washington, District of Columbia:Dulles",MDC 510,TBA,
84334,Presidential Power in a Constitutional System,6,A2,T,05:30PM,08:20PM,"Washington, District of Columbia:Dulles",MDC 510,"Marlowe, Melanie",3.5
84340,Making Change: How Organized Interests Work in Washington,12,A,M,05:30PM,08:20PM,"Washington, District of Columbia:Dulles",MDC 510,TBA,
84360,CMU/WSP: Internship Seminar,12,A,R,02:30PM,04:50PM,"Washington, District of Columbia:Dulles",MDC 510,"Devine, Joseph",3.598
84362,Diplomacy and Statecraft,9,A,MW,12:00PM,01:20PM,"Pittsburgh, Pennsylvania",PH  226C,"Chin, John",4.573333333
84366,"Presidential Politics: So, You Want to Be President of the United States",9,A,TR,01:30PM,02:50PM,"Pittsburgh, Pennsylvania",PH  A18B,"Levin, Dov",4.45
84369,Decision Science for International Relations,9,A,TR,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",BH  235B,"Fischhoff, Baruch",4.63
84380,Grand Strategy in the United States,9,A,MW,01:30PM,02:50PM,"Pittsburgh, Pennsylvania",WEH 5415,"Clarke, Colin",4.53
84388,Concepts of War and Cyber War,6,A2,T,06:30PM,09:20PM,"Pittsburgh, Pennsylvania",PH  A18B,"Morgan, Forrest",4.316666667
84405,The Future of Warfare,9,A,M,06:30PM,09:20PM,"Pittsburgh, Pennsylvania",PH  A18A,"Clarke, Colin",4.75
84450,Policy Forum,6,A1,F,05:00PM,07:00PM,"Washington, District of Columbia:Dulles",MDC 510,"Karako, Thomas",3.825
84498,Undergraduate Research,3-12,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Skinner, Kiron",
84499,Independent Study,3-12,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Skinner, Kiron",
84505,Undergraduate Internship,"3,6,9",A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,TBA,
84605,The Future of Warfare,12,A,M,06:30PM,09:20PM,"Pittsburgh, Pennsylvania",PH  A18A,"Clarke, Colin",4.29
84610,International Political Economy,12,A,TR,12:00PM,01:20PM,"Pittsburgh, Pennsylvania",PH  226B,TBA,
84662,Diplomacy and Statecraft,12,A,MW,12:00PM,01:20PM,"Pittsburgh, Pennsylvania",PH  226C,"Chin, John",4.476666667
84666,"Presidential Politics: So, You Want to be President of the United States",12,A,TR,01:30PM,02:50PM,"Pittsburgh, Pennsylvania",PH  A18B,"Levin, Dov",
84669,Decision Science for International Relations,12,A,TR,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",BH  235B,"Fischhoff, Baruch",4
84680,Grand Strategy in the United States,12,A,MW,01:30PM,02:50PM,"Pittsburgh, Pennsylvania",WEH 5415,"Clarke, Colin",4.875
84688,Concepts of War and Cyber War,6,A2,T,06:30PM,09:20PM,"Pittsburgh, Pennsylvania",PH  A18B,"Morgan, Forrest",4.293333333
84722,Comparative Political Institutions Graduate Seminar,12,A,TR,12:00PM,01:20PM,"Pittsburgh, Pennsylvania",BH  A54,"Arana, Ignacio",4.165
84725,"Globalization, International Organizations & International Law Graduate Seminar",12,A,MW,03:00PM,04:20PM,"Pittsburgh, Pennsylvania",PH  A19A,"Altamirano Rayo, Giorleny",4.83
84736,Analytical Social Science and National Security : Emerging Challenges in National Security,6,A1,T,06:30PM,09:20PM,"Pittsburgh, Pennsylvania",BH  A54,"Morgan, Forrest",4.235
84765,Advanced Research Methods,12,A,TR,09:00AM,10:20AM,"Pittsburgh, Pennsylvania",PH  A19A,"Silverman, Daniel",4.5
67050,Study Abroad,0,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,TBA,
67100,Information Systems Freshman Workshop,1,A1,T,03:00PM,04:20PM,"Pittsburgh, Pennsylvania",SH  125,"Wilson, Brandy",4.122
67102,Concepts of Information Systems,9,W,UTR,01:30PM,02:20PM,"Doha, Qatar",CMB 1185,"Liginlal, Divakaran",4.54
67211,Introduction to Business Systems Programming,6,A,R,06:30PM,07:50PM,"Pittsburgh, Pennsylvania",PH  225B,"Scott, Joseph",4.267647059
67240,Mobile Web Design & Development,9,A,MW,12:00PM,01:20PM,"Pittsburgh, Pennsylvania",HL  106C,"Moussawi, Sara",3.88
67250,The Information Systems Milieux,9,W,UT,10:30AM,11:50AM,"Doha, Qatar",TBA,"Aoun, Chadi",4.388076923
67261,Information Design Fundamentals,9,A,MW,10:00AM,11:50AM,"Pittsburgh, Pennsylvania",CFA 102,"Hagan, Susan",
67262,Database Design and Development,9,W,MW,10:30AM,11:50AM,"Doha, Qatar",CMB 2035,"Charfi, Anis",3.38
67272,Application Design and Development,9,Lec 1,TR,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",WEH 5415,"Heimann, Clarence",4.144545455
67309,Special Topics: Information Assurance and Security,6,A2,W,06:30PM,09:20PM,"Pittsburgh, Pennsylvania",PH  A19,TBA,
67317,Mobile Web Development and Usability Testing,9,W,UT,03:00PM,04:20PM,"Doha, Qatar",TBA,"Liginlal, Divakaran",4.31
67324,Accelerating Innovation and Entrepreneurship,9,A,MW,01:30PM,02:50PM,"Pittsburgh, Pennsylvania",TBD TBD,"Taylor, Don",4.18
67327,Web Application Security,6,A1,MWF,11:30AM,12:20PM,"Pittsburgh, Pennsylvania",BH  A53,"Heimann, Clarence",4.52
67329,Contemporary Themes in Global Systems,9,A,MW,12:00PM,01:20PM,"Pittsburgh, Pennsylvania",TBD TBD,"Mcknight, Jeria",4.640769231
67331,Technology Consulting in the Global Community,3,A1,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",TBA,"Mertz, Joseph",
67352,Electronic Business,9,W,MW,03:00PM,04:20PM,"Doha, Qatar",CMB 2052,"Vatanasakdakul, Savanid",4.491428571
67354,Information Systems and Sustainability,9,W,UT,01:30PM,02:50PM,"Doha, Qatar",CMB 3044,"Aoun, Chadi",4.44
67364,Practical Data Science,9,W,MW,01:30PM,02:50PM,"Doha, Qatar",TBA,"Phelps, Daniel",4.195
67390,Independent Study in Information Systems,1-12,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",TBA,"Heimann, Clarence",4.95
67391,Independent Study in Information Systems,VAR,A1,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Heimann, Clarence",
67442,Mobile Application Development in iOS,9,A,TR,01:30PM,02:50PM,"Pittsburgh, Pennsylvania",BH  A53,"Heimann, Clarence",4.42
67475,Innovation in Information Systems,12,A,W,03:00PM,04:20PM,"Pittsburgh, Pennsylvania",WEH 5421,"Sooriamurthi, Raja Moussawi, Sara Mcknight, Jeria",4.015333333
67490,Practicum in Information Systems,6-18,W,TBA,TBA,TBA,"Doha, Qatar",DNM,"Phelps, Daniel",5
67495,Advanced Projects in Information Systems,3-12,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",TBA,"Heimann, Clarence",
67505,Information Systems Internship,1-3,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",TBA,"Heimann, Clarence",
95702,Distributed Systems for Information Systems Management,12,A,MW,01:30PM,02:50PM,"Pittsburgh, Pennsylvania",HBH A301,"Mertz, Joseph Mccarthy, Michael",3.863125
95703,Database Management,12,A,TR,09:00AM,10:20AM,"Pittsburgh, Pennsylvania",HBH 1002,"Szczypula, Janusz",4.488372093
95705,Telecommunications Management,12,K,TR,09:00AM,10:20AM,"Adelaide, Australia",TOR CLASS2,"Esmail Zadeh, Riaz",4.407619048
95706,Object Oriented Analysis and Design,6,A1,TR,09:00AM,10:20AM,"Pittsburgh, Pennsylvania",HBH 1007,"Dwivedi, Neelam",3.755757576
95710,Economic Analysis,6,A1,MW,09:00AM,10:20AM,"Pittsburgh, Pennsylvania",HBH 1206,"Acquisti, Alessandro",4.15575
95712,Object Oriented Programming in JAVA,12,A,TR,01:30PM,02:20PM,"Pittsburgh, Pennsylvania",HBH 1002,"Dwivedi, Neelam",3.963225806
95713,Intermediate Java II,6,A1,T,06:00PM,08:50PM,"Pittsburgh, Pennsylvania",HBH 1006,"Yucel, Sakir",4.3175
95715,Financial Accounting,6,A1,TR,09:00AM,10:20AM,"Pittsburgh, Pennsylvania",HBH 1006,"Pastor, Lynne",4.318421053
95716,Principles of Finance,6,A2,TR,09:00AM,10:20AM,"Pittsburgh, Pennsylvania",HBH 1006,"Pastor, Lynne",4.288965517
95717,Writing for Information Systems Management,6,A1,TR,04:30PM,05:50PM,"Pittsburgh, Pennsylvania",HBH 1005,"Walter, Beth",4.173333333
95718,Professional Speaking,6,A1,TR,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",HBH 1208,"Labash, Stefan",4.257777778
95719,Accounting and Finance Foundations,6,A1,MW,09:00AM,10:20AM,"Pittsburgh, Pennsylvania",HBH 1002,"Pastor, Lynne",4.235714286
95720,Information Systems Project,0-24,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,TBA,
95721,Information Systems Research Practicum,24,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,TBA,
95722,Digital Transformation,6,A1,TR,09:00AM,10:20AM,"Pittsburgh, Pennsylvania",HBH 1202,"Smith, Michael",4.091860465
95723,Managing Disruptive Technologies,6,A2,TR,09:00AM,10:20AM,"Pittsburgh, Pennsylvania",HBH 1204,"Ferreira, Pedro",3.2225
95729,"E-Commerce Tech, Machine Learning, Analytics, & Bots",6,A2,TR,09:00AM,10:20AM,"Pittsburgh, Pennsylvania",HBH 2008,"Wright, Andrew",4.365
95733,Internet of Things,6,A1,TR,04:30PM,05:50PM,"Pittsburgh, Pennsylvania",HBH 1006,"Mccarthy, Michael",4.13
95736,Advanced Relational Database Management,6,A1,M,06:00PM,08:50PM,"Pittsburgh, Pennsylvania",HBH 2008,"Trzeciak, Randall",4.52
95737,NoSQL Database Management,6,A2,M,06:00PM,08:50PM,"Pittsburgh, Pennsylvania",HBH 2008,"Costa, Daniel",4.146
95743,Cybersecurity Policy and Governance II,6,A2,MW,04:30PM,05:50PM,"Pittsburgh, Pennsylvania",HBH 1202,"Butkovic, Matthew",3.6225
95744,Cybersecurity Policy and Governance I,6,A1,MW,04:30PM,05:50PM,"Pittsburgh, Pennsylvania",HBH 1202,"Fowler, Summer Butkovic, Matthew",4.083
95748,Software and Security,6,Z1,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Yasar, Hasan",3.113333333
95752,Introduction to Information Security Management,12,A,TR,04:30PM,05:50PM,"Pittsburgh, Pennsylvania",HBH 1204,"Trzeciak, Randall",4.145
95758,Network and Internet Security,12,Z,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Mayes, Joseph",4.02
95760,Decision Making Under Uncertainty,6,A1,MW,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",HBH 1204,"Jacquillat, Alexandre",4.127297297
95765,Information Security Thesis,VAR,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,TBA,
95771,Data Structures and Algorithms,12,A,W,06:00PM,08:50PM,"Pittsburgh, Pennsylvania",HBH 1204,"Mccarthy, Michael",4.2425
95775,IT Business Leadership,6,A1,M,06:00PM,08:50PM,"Pittsburgh, Pennsylvania",HBH 1004,"Smalley, Ryan",4.7625
95778,R for Data Science,6,A1,MW,09:00AM,10:20AM,"Pittsburgh, Pennsylvania",HBH 2008,TBA,
95791,Data Mining,6,A1,R,06:00PM,08:50PM,"Pittsburgh, Pennsylvania",HBH 1204,"Viswanathan, Premprakaash",4.030909091
95794,Tech Startup: Market Discovery,6,A1,F,09:00AM,11:50AM,"Pittsburgh, Pennsylvania",HBH 1005,"Desantis, Mark",4.036666667
95796,Statistics for IT Managers,6,A1,MW,03:00PM,04:20PM,"Pittsburgh, Pennsylvania",HBH 1002,"Nagin, Daniel",4.054878049
95797,Data Warehousing,6,A2,R,06:00PM,08:50PM,"Pittsburgh, Pennsylvania",HBH 1208,"Shantz, John",3.6645
95798,Tech Startup: Building Your Company : Tech Entrepreneurship and Innovation,6,A2,F,09:00AM,11:50AM,"Pittsburgh, Pennsylvania",HBH 1005,"Desantis, Mark",3.75
95799,Linux and Open Source,6,A1,W,06:00PM,08:50PM,"Pittsburgh, Pennsylvania",HBH 1202,"Moul, Dennis",4.504285714
95803,Deep Learning for Information Systems Management,6,A2,R,06:00PM,08:50PM,"Pittsburgh, Pennsylvania",HBH 1202,"Viswanathan, Premprakaash Johnson, Kyle",
95805,Business Communications,6,Z1,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Barr, Edward",4.558571429
95808,IT Project Management,6,A1,M,06:00PM,08:50PM,"Pittsburgh, Pennsylvania",HBH 1206,"Fowler, Summer",3.956538462
95810,Blockchain Fundamentals,6,A2,MW,04:30PM,05:50PM,"Pittsburgh, Pennsylvania",HBH 1005,TBA,
95813,Intermediate Database Management,6,A1,W,06:00PM,08:50PM,"Pittsburgh, Pennsylvania",HBH 1007,"Smith, Jeremy",4.575
95818,"Privacy Policy, Technology, and Law",12,A,MW,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",GHC 4211,"Bauer, Ljudevit",4.441428571
95819,"A/B Testing, Design and Analysis",6,A2,W,06:00PM,08:50PM,"Pittsburgh, Pennsylvania",HBH 1202,"Ferreira, Pedro",4.6725
95824,Policies of Wireless Systems,12,A,TR,12:00PM,01:20PM,"Pittsburgh, Pennsylvania",GHC 4211,"Peha, Jon",3.333333333
95833,"Global IT Management, Sourcing & Automation",12,Z,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Ross, David",4.342
95845,Applied Analytics: the Machine Learning Pipeline,12,A,MW,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",HBH 1006,"Weiss, Jeremy",4.5
95855,Network Situational Awareness,12,A,R,06:00PM,08:50PM,"Pittsburgh, Pennsylvania",HBH 1004,"O\'Meara, Kyle",4.051666667
95862,Current Topics in Privacy Seminar,3,A,R,12:00PM,01:20PM,"Pittsburgh, Pennsylvania",HBH 1002,"Fredrikson, Matthew Sadeh, Norman",3.75
95865,Unstructured Data Analytics,6,A2,TR,04:30PM,05:50PM,"Pittsburgh, Pennsylvania",HBH 1202,"Chen, George",4.04
95866,Advanced Business Analytics,6,A2,TR,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",HBH 1202,"Telang, Rahul",4.125555556
95871,Mobile Application Development Project,12,K,T,06:00PM,08:50PM,"Adelaide, Australia",TOR CLASS5,"Viswanathan, Murlikrishna",3.593333333
95874,Agile Methods,6,A1,T,06:00PM,08:50PM,"Pittsburgh, Pennsylvania",HBH A301,TBA,4.214285714
95880,Python for Developers,6,A1,T,06:00PM,08:50PM,"Pittsburgh, Pennsylvania",HBH 1206,TBA,3.769
95881,Web Application Development,6,A1,T,06:00PM,08:50PM,"Pittsburgh, Pennsylvania",HBH 1202,"Bigrigg, Michael",3.41
95882,Enterprise Web Development,6,A2,T,06:00PM,08:50PM,"Pittsburgh, Pennsylvania",HBH 1202,"Bigrigg, Michael",3.9
95883,Ethical Penetration Testing,6,A2,W,06:00PM,08:50PM,"Pittsburgh, Pennsylvania",HBH 1206,"Cook, Michael",4.22
95884,Network Defenses,6,A1,W,06:00PM,08:50PM,"Pittsburgh, Pennsylvania",HBH 1206,"Herr, Christopher",4.2525
95885,Data Science and Big Data,12,A,R,06:00PM,08:50PM,"Pittsburgh, Pennsylvania",HBH 1206,"Sooriamurthi, Raja",4.7825
95888,Data Focused Python,6,A2,R,06:00PM,08:50PM,"Pittsburgh, Pennsylvania",HBH 1204,TBA,3.505
95900,Internship,0-6,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Beggs, Sean",4.6075
95901,Independent Study,1-24,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Acquisti, Alessandro",4.666666667
95902,Independent Study,1-24,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Szczypula, Janusz",
95903,Independent Study,1-24,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Nourbakhsh, Illah",5
95904,Independent Study,1-24,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Akoglu, Leman",
95905,Independent Study,1-24,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Fowler, Summer",
95906,Independent Study,6,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Wasser, Andrew",5
95907,Independent Study,1-24,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Telang, Rahul",4.67
95908,Independent Study,1-24,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Lee, Dokyun",3
95909,Independent Study,1-24,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Chouldechova, Olexandra",
95910,Independent Study,1-24,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Mertz, Joseph",
95911,Independent Study,1-24,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Dubrawski, Artur",4.89
95912,Independent Study,1-24,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Li, Beibei",
95913,Independent Study,1-24,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,TBA,
95914,Independent Study,1-24,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Pastor, Lynne",
95915,Independent Study,1-24,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,TBA,
95916,Independent Study,1-24,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,TBA,
95917,Independent Study,1-24,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Krishnan, Ramayya",
95918,Independent Study,1-12,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Kurland, Kristen",
95919,Independent Study,1-24,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Mccarthy, Michael",
95920,Independent Study,1-24,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Moore, Karyn",
95921,Independent Study,1-24,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,TBA,5
95922,Independent Study,1-24,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Padman, Rema",4.52
95923,Independent Study,1-24,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Roehrig, Stephen",5
95924,Independent Study,1-24,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,TBA,
95925,Independent Study,1-24,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Smith, Michael",5
95926,Independent Study,1-24,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Labash, Stefan",
95927,Independent Study,1-24,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Szczypula, Janusz",4.5
95928,Independent Study,1-24,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,TBA,
95929,Independent Study,1-24,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,TBA,
95930,Independent Study,1-24,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,TBA,
95931,Independent Study,1-36,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,TBA,
11344,Machine Learning in Practice,12,A,TR,09:00AM,10:20AM,"Pittsburgh, Pennsylvania",POS MN AUD,"Rose, Carolyn",3.65625
11345,Undergrad Independent Study,3-12,AV,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",TBA,"Morency, Louis-Philippe",
11390,LTI Minor Project - Juniors,12,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",TBA,"Black, Alan",
11411,Natural Language Processing: Natural Language Processing,12,A,TR,03:00PM,04:20PM,"Pittsburgh, Pennsylvania",WEH 4623,"Black, Alan Mortensen, David",3.796818182
11421,GRAMMARS & LEXICONS  : Grammars & Lexicons,12,A,MW,01:30PM,02:50PM,"Pittsburgh, Pennsylvania",GHC 4102,"Levin, Lorraine Mitamura, Teruko Mortensen, David",4.572
11441,Machine Learning for Text Mining,9,A,TR,12:00PM,01:20PM,"Pittsburgh, Pennsylvania",GHC 4215,"Yang, Yiming",4.3
11442,Search Engines,9,A,TR,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",BH  A51,"Callan, James",4.372
11490,LTI Minor Project - Seniors,12,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",TBA,"Black, Alan",5
11492,Speech Processing,12,A,MWF,03:30PM,04:20PM,"Pittsburgh, Pennsylvania",GHC 4101,"Black, Alan",3.6075
11590,LTI Minor Project - Advanced,12,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",TBA,"Black, Alan",
11601,Coding & Algorithms Bootcamp  : Coding Boot Camp,12,A,TR,12:00PM,01:20PM,"Pittsburgh, Pennsylvania",POS 153,"Brown, Ralf",3.687142857
11602,Coding and Mathematics Intensive Practicum,12,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Starzl, Ravi",
11611,Natural Language Processing: Natural Language Processing,12,A,TR,03:00PM,04:20PM,"Pittsburgh, Pennsylvania",WEH 4623,"Black, Alan Mortensen, David",3.937058824
11624,Human Language for Artificial Intelligence,12,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",TBA,"Levin, Lorraine Mortensen, David",
11630,MCDS Practicum Internship,0,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Nyberg, Eric Tomasic, Anthony",
11631,Data Science Seminar,12,A,MW,01:30PM,02:50PM,"Pittsburgh, Pennsylvania",GHC 5222,"Nyberg, Eric",4.086
11632,Data Science Capstone,24,A,MW,07:30PM,08:50PM,"Pittsburgh, Pennsylvania",GHC 4303,"Grabmair, Matthias Tomasic, Anthony",4.286666667
11633,MCDS Independent Study  : MCDS Independent Study,3-36,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Nyberg, Eric",4.715
11641,Machine Learning for Text Mining,12,A,TR,12:00PM,01:20PM,"Pittsburgh, Pennsylvania",GHC 4215,"Yang, Yiming",4.044
11642,Search Engines,12,A,TR,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",BH  A51,"Callan, James",4.67
11651,New Technologies and Future Markets,12,A,TR,09:00AM,10:20AM,"Pittsburgh, Pennsylvania",WEH 4623,"Vu, Du (John)",
11654,Enterprise Developmet,12,A,MW,09:30AM,10:20AM,"Pittsburgh, Pennsylvania",WEH 5302,"Vu, Du (John)",
11661,Language and Statistics : Language & Statistics,12,A,MW,12:00PM,01:20PM,"Pittsburgh, Pennsylvania",GHC 4307,"Rosenfeld, Ronald",4.638
11663,Applied Machine Learning,12,A,TR,09:00AM,10:20AM,"Pittsburgh, Pennsylvania",POS MN AUD,"Rose, Carolyn",4.05
11676,Big Data Analytics: Big Data Analytics,12,A,TR,09:00AM,10:20AM,"Pittsburgh, Pennsylvania",NSH 1305,"Starzl, Ravi",3.266666667
11690,MIIS Directed Study,1-48,C,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",TBA,"Mitamura, Teruko",4.641176471
11691,Mathematical Foundations for Data Science,12,A,MW,04:30PM,05:50PM,"Pittsburgh, Pennsylvania",GHC 4215,"Ramakrishnan, Bhiksha",4.616
11692,Speech Processing,12,A,MWF,03:30PM,04:20PM,"Pittsburgh, Pennsylvania",GHC 4101,"Black, Alan",4.665
11700,LTI Colloquium,6,A,F,02:30PM,03:50PM,"Pittsburgh, Pennsylvania",PH  100,"Neubig, Graham",3.81
11711,Algorithms for NLP,12,A,TR,01:30PM,02:50PM,"Pittsburgh, Pennsylvania",GHC 4303,"Frederking, Robert Tsvetkov, Yulia",3.862222222
11716,Graduate Seminar on Dialog Processing,6,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",TBA,"Rudnicky, Alexander",4.665
